Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"381/2025";Aprovada;Encerrada;"Serviço de computação em nuvem e tecnologia da informação (Cloud Broker).";SERVICOS;250110;120.097.640,5200;30/01/2025;28/02/2025;29;"SEIDIGI.DATASUS.CGIE";"649/2024";"Alto";1;28/02/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26050;"INFRAESTRUTURA COMO SERVICO - IAAS";"";1,7700;59.937.876,00000;106.090.040,5200
"381/2025";Aprovada;Encerrada;"Serviço de computação em nuvem e tecnologia da informação (Cloud Broker).";SERVICOS;250110;120.097.640,5200;30/01/2025;28/02/2025;29;"SEIDIGI.DATASUS.CGIE";"649/2024";"Alto";2;28/02/2025;Serviço;173;SERVIÇOS  DE  CONSULTORIA  EM  TECNOLOGIA  DA  INFORMAÇÃO  ECOMUNICAÇÃO (TIC);"";"";27332;"SERVIÇOS DE CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"";1.297,0000;10.800,00000;14.007.600,0000
"372/2025";Aprovada;Preparação;"Contratação dos serviços de atualização, manutenção e customização do software";CONTRATACOES_TIC;250110;3.839.000,0000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGAPSTIC";"137/2024";"Baixo";1;31/12/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"";100.000,0000;12,00000;1.200.000,0000
"372/2025";Aprovada;Preparação;"Contratação dos serviços de atualização, manutenção e customização do software";CONTRATACOES_TIC;250110;3.839.000,0000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGAPSTIC";"137/2024";"Baixo";2;31/12/2025;Serviço;173;SERVIÇOS  DE  CONSULTORIA  EM  TECNOLOGIA  DA  INFORMAÇÃO  ECOMUNICAÇÃO (TIC);"";"";27332;"SERVIÇOS DE CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"";377,0000;7.000,00000;2.639.000,0000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";1;30/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";591.041,2500;8,00000;4.728.330,0000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";2;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";26.060,9800;15,00000;390.914,7000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";3;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";36.192,2300;12,00000;434.306,7600
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";4;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";11.474,8000;40,00000;458.992,0000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";5;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";145.862,2200;55,00000;8.022.422,1000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";6;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";73.043,1800;35,00000;2.556.511,3000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";7;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";25.369,4900;35,00000;887.932,1500
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";8;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";5.737,4000;8,00000;45.899,2000
"146/2025";Aprovada;Preparação;"Serviço de impressão Declaração Nascido Vivo";SERVICOS;250110;13.927.725,0000;30/12/2024;27/06/2025;179;"SVS.DAENT";"118/2024";"Alto";1;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";9997;"GRÁFICO - FORMULÁRIOS CONTÍNUOS";"";0,6900;16.852.500,00000;11.628.225,0000
"146/2025";Aprovada;Preparação;"Serviço de impressão Declaração Nascido Vivo";SERVICOS;250110;13.927.725,0000;30/12/2024;27/06/2025;179;"SVS.DAENT";"118/2024";"Alto";2;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";9997;"GRÁFICO - FORMULÁRIOS CONTÍNUOS";"";0,7300;3.150.000,00000;2.299.500,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"614/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"18027";"CÂMARA CONSERVAÇÃO";621819;"ACESSÓRIOS: PAINEL DIGITAL, ALARME VISUAL E SONORO, 3 PRATELEI, APLICAÇÃO: CONSERVAÇÃO DE VACINA, CAPACIDADE ARMAZENAGEM: 300, CARACTERÍSTICAS ADICIONAIS: 1 PORTA, DIMENSÕES: 1,60 X 0,60 X 0,60, MATERIAL: AÇO INOXIDÁVEL, TEMPERATURA: 2 A 8, VOLTAGEM: 127/220";"UN";17.925,9400;116,00000;2.079.409,0400
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"615/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"18027";"CÂMARA CONSERVAÇÃO";621819;"ACESSÓRIOS: PAINEL DIGITAL, ALARME VISUAL E SONORO, 3 PRATELEI, APLICAÇÃO: CONSERVAÇÃO DE VACINA, CAPACIDADE ARMAZENAGEM: 300, CARACTERÍSTICAS ADICIONAIS: 1 PORTA, DIMENSÕES: 1,60 X 0,60 X 0,60, MATERIAL: AÇO INOXIDÁVEL, TEMPERATURA: 2 A 8, VOLTAGEM: 127/220";"UN";20.859,9400;1.479,00000;30.851.851,2600
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"616/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"783";"FREEZER";257547;"CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: TAMPA DUPLA AÇÃO - CONGELAMENTO E REFRIGERAÇÃO, COR: BRANCA, TENSÃO ALIMENTAÇÃO: 220, TIPO: HORIZONTAL";"UN";24.746,7700;2,00000;49.493,5400
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"617/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621815;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 55, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -10 A -35, VOLTAGEM: 127 / 220";"UN";80.000,0000;195,00000;15.600.000,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"618/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621815;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 55, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -10 A -35, VOLTAGEM: 127 / 220";"UN";132.000,0000;335,00000;44.220.000,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"619/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621816;"ALTURA: 170, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 60, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30 A -86, VOLTAGEM: 127 / 220";"UN";71.540,6200;32,00000;2.289.299,8400
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"620/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621816;"ALTURA: 170, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 60, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30 A -86, VOLTAGEM: 127 / 220";"UN";79.499,2000;83,00000;6.598.433,6000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"621/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621817;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380";"UN";300.000,0000;71,00000;21.300.000,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"622/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621817;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380";"UN";537.600,0000;41,00000;22.041.600,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"623/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621817;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380";"UN";799.530,5000;20,00000;15.990.610,0000
"96/2025";Aprovada;;"Serviço de pesquisa especializada para a realização de coleta de dados epidemiológicos";SERVICOS;250110;8.921.120,0000;04/10/2024;03/03/2025;150;"SVS.DAENT";"208/2024";"Alto";1;03/03/2025;Serviço;837;SERVIÇOS DE PESQUISA DE MERCADO E DE OPINIÃO PÚBLICA(ENQUETE);"";"";15342;"PESQUISA / ESTUDO DE DADOS ESTATÍSTICOS";"UN";85,7800;104.000,00000;8.921.120,0000
"211/2025";Devolvida;;"Aquisição de veículos motorizados - CASAI BSB";BENS;250110;1.702.700,0000;04/06/2025;01/12/2025;180;"SESAI.CASAI.BSB";"437/2024";"Alto";1;01/12/2025;Material;2320;VEÍCULOS SOBRE RODAS;"648";"VEÍCULO TRANSPORTE PESSOAL";404398;"TIPO: MICROÔNIBUS, COMBUSTÍVEL: ÓLEO DIESEL, COR: BRANCA, QUANTIDADE PORTAS: 2, CARACTERÍSTICAS ADICIONAIS: PLATAFORMA ELEVATÓRIA VEICULAR AUTOMÁTICA, CAPACIDADE PASSAGEIRO: 23, POTÊNCIA MÍNIMA: 145";"UN";359.000,0000;2,00000;718.000,0000
"211/2025";Devolvida;;"Aquisição de veículos motorizados - CASAI BSB";BENS;250110;1.702.700,0000;04/06/2025;01/12/2025;180;"SESAI.CASAI.BSB";"437/2024";"Alto";2;01/12/2025;Material;2310;VEÍCULOS MOTORIZADOS DE PASSAGEIROS;"3142";"AUTOMÓVEL";456358;"TIPO MOTOR: MÍNIMO 2.8L, QUANTIDADE PORTAS: 4, TIPO COMBUSTÍVEL: DIESEL, POTÊNCIA: 180, TIPO CÂMBIO: MANUAL, MODELO: SUV, COR: PRETA";"UN";269.000,0000;3,00000;807.000,0000
"211/2025";Devolvida;;"Aquisição de veículos motorizados - CASAI BSB";BENS;250110;1.702.700,0000;04/06/2025;01/12/2025;180;"SESAI.CASAI.BSB";"437/2024";"Alto";3;01/12/2025;Material;2310;VEÍCULOS MOTORIZADOS DE PASSAGEIROS;"3142";"AUTOMÓVEL";483944;"TIPO MOTOR: MÍNIMO 1.0, QUANTIDADE PORTAS: 5, TIPO COMBUSTÍVEL: ÁLCOOL / GASOLINA, POTÊNCIA: MÍNIMO DE 98, QUANTIDADE PASSAGEIRO: 5, TIPO CÂMBIO: MANUAL, MODELO: PASSEIO, OPCIONAIS: AR CONDICIONADO / DIREÇÃO HIDRÁULICA / TRAVA ELÉTR";"UN";88.850,0000;2,00000;177.700,0000
"236/2025";Aprovada;;"Contratação de empresa especializada nos serviços de carregador/estiva - CASAI SP";SERVICOS;250110;133.167,3600;31/01/2025;01/08/2025;182;"SESAI.CASAI.SP";"460/2024";"Médio";1;01/08/2025;Serviço;671;SERVIÇOS DE CARGA E DESCARGA;"";"";15890;"ESTIVA - CARREGADOR / OPERADOR CARGA";"";133.167,3600;1,00000;133.167,3600
"235/2025";Aprovada;;"Contratação de serviços de locação de veículos";SERVICOS;250110;91.409,0400;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"231/2024";"Médio";1;01/06/2025;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;"";"";4014;"LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS";"";45.704,5200;2,00000;91.409,0400
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";1;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1045";"FORNO MICROONDAS";473582;"CAPACIDADE: 32, POTÊNCIA: 900, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: ALARME SONORO";"UN";690,9100;2,00000;1.381,8200
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";2;01/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;"12177";"SOFÁ";460085;"ALTURA: 75, COR: PRETA, LARGURA: 2,01, MATERIAL ESTOFAMENTO: ESPUMA POLIURETANO, MATERIAL ESTRUTURA: MADEIRA, PROFUNDIDADE: 72, QUANTIDADE ASSENTOS: 3, REVESTIMENTO: COURO SINTÉTICO";"UN";2.300,0000;1,00000;2.300,0000
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";3;01/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;"12177";"SOFÁ";381010;"ALTURA: 760, CARACTERÍSTICAS ADICIONAIS: COM BRAÇOS EM AÇO TUBULAR, COR: PRETA, LARGURA: 1300, MATERIAL ESTOFAMENTO: ESPUMA POLIURETANO INJETADO, MATERIAL ESTRUTURA: MADEIRA COMPENSADA, PROFUNDIDADE: 650, QUANTIDADE ASSENTOS: 2, REVESTIMENTO: COURO SINTÉTICO";"UN";2.000,0000;2,00000;4.000,0000
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";4;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"15290";"ARMÁRIO";330722;"ALTURA: 77, APLICAÇÃO: BEBEDOURO PARA ÁGUA, CARACTERÍSTICAS ADICIONAIS: PRATELEIRA PARA COPOS/ESPAÇO PARA GARRAFÃO VAZIO, COR: BRANCA, LARGURA: 38, MATERIAL: MADEIRA MDF, PROFUNDIDADE: 34, QUANTIDADE PORTAS: 1, TIPO: GABINETE RACK";"UN";1.175,0000;22,00000;25.850,0000
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";5;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"15290";"ARMÁRIO";480995;"ALTURA: 2,10, LARGURA: 0,74, MATERIAL: MADEIRA MDP E MDF, PROFUNDIDADE: 45 A 50, TIPO: ALTO COM DUAS PORTAS";"UN";1.071,8000;2,00000;2.143,6000
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";6;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"15290";"ARMÁRIO";619364;"ACABAMENTO SUPERFICIAL: LAMINADO MELAMÍNICO, ALTURA: 65, LARGURA: 90, MATERIAL: MDF, PROFUNDIDADE: 35, QUANTIDADE PORTAS: 2, TIPO: SUSPENSO";"UN";1.309,9900;2,00000;2.619,9800
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";7;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"15290";"ARMÁRIO";458062;"ALTURA: 1,60, LARGURA: 800, MATERIAL: MDP AGLOMERADO, PROFUNDIDADE: 500, QUANTIDADE PORTAS: 8, TIPO: GUARDA-VOLUME, TIPO PORTAS: PUXADORES E FECHADURAS INDIVIDUAIS";"UN";1.212,0000;1,00000;1.212,0000
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"430/2024";"Médio";8;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19709";"COLCHÃO";459449;"CARACTERÍSTICAS ADICIONAIS: TECIDO IMPERMEÁVEL E LAVÁVEL, DENSIDADE: D-33, MATERIAL: ESPUMA EXTRAFIRME / ALTA RESISTÊNCIA, TAMANHO ALTURA: 0,18, TAMANHO LARGURA X COMPRIMENTO: 0,78 X 1,88, TECIDO DE REVESTIMENTO: SINTÉTICO NAPA / COURINO, TIPO: ESPUMA";"UN";280,0000;40,00000;11.200,0000
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.BSB";"466/2024";"Médio";1;30/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"423";"ANDADOR ORTOPÉDICO";329391;"ALTURA: ALTURA REGULÁVEL, APLICAÇÃO: ADULTO, CARACTERÍSTICAS ADICIONAIS: 2 RODÍZIOS DIANTEIROS, MATERIAL: ALUMÍNIO ANODIZADO, TIPO CONSTRUTIVO: DUPLA BARRA SUSTENTAÇÃO, TIPO PÉS: PÉS COM PONTEIRAS POLIPROPILENO";"UN";137,8867;10,00000;1.378,8670
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.BSB";"466/2024";"Médio";2;30/06/2025;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;"3522";"BICICLETA ERGOMÉTRICA";444941;"CAPACIDADE MÁXIMA: 100, CARACTERÍSTICAS ADICIONAIS: PEDAIS MAGNÉTICOS, FUNÇÕES PAINEL: DISTÂNCIA/TEMPO/CALORIAS, MODELO: TIPO MINI BIKE PORTÁTIL, TIPO: MECÂNICA";"UN";211,9633;2,00000;423,9266
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.BSB";"466/2024";"Médio";3;30/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"4076";"CADEIRA DE RODAS";416042;"ACABAMENTO DO ENCOSTO E ASSENTO: COURVIN OU NAPA, ACABAMENTO ESTRUTURA: PINTURA EPÓXI, APOIO BRAÇO: APOIO BRAÇOS ESCAMOTEÁVEIS, APOIO PÉS: APOIO PÉS REMOVÍVEL, MATERIAL ESTRUTURA: AÇO INOXIDÁVEL, TAMANHO: INFANTIL, TIPO CONSTRUTIVO: DOBRÁVEL EM DUPLO X, TIPO DE PNEU: PNEUS DIANTEIROS MACIÇOS, TIPO ENCOSTO: ENCOSTO RECLINÁVEL, TIPO FUNCIONAMENTO: MANUAL, TIPO PNEU TRASEIRO: TRASEIRO INFLÁVEL, TIPO USO: LOCOMOÇÃO";"UN";759,7900;5,00000;3.798,9500
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.BSB";"466/2024";"Médio";4;30/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"4076";"CADEIRA DE RODAS";400781;"ACABAMENTO DO ENCOSTO E ASSENTO: NÁILON, ACABAMENTO ESTRUTURA: PINTURA EPÓXI, APOIO BRAÇO: APOIO BRAÇOS ESCAMOTEÁVEIS, APOIO PÉS: APOIO PÉS REMOVÍVEL, CAPACIDADE MÁXIMA: ATÉ 120, CARACTERÍSTICAS ADICIONAIS 01: DESENGATE RÁPIDO, MATERIAL ESTRUTURA: ALUMÍNIO, TAMANHO: ADULTO, TIPO CONSTRUTIVO: DOBRÁVEL EM X, TIPO DE PNEU: PNEUS DIANTEIROS MACIÇOS, TIPO ENCOSTO: ENCOSTO REMOVÍVEL, TIPO FUNCIONAMENTO: MANUAL, TIPO PNEU TRASEIRO: TRASEIRO INFLÁVEL, TIPO USO: LOCOMOÇÃO";"UN";1.164,9533;5,00000;5.824,7665
"232/2025";Aprovada;;"Aquisição de material permanente, equipamentos e mobiliários - CASAI SP";BENS;250110;76.525,2954;04/12/2024;02/06/2025;180;"SESAI.CASAI.BSB";"466/2024";"Médio";5;30/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"9649";"MESA DE MAYO";364278;"ALTURA: ALTURA REGULÁVEL, COMPONENTES: BANDEJA AÇO INOX 36 X 52CM, MATERIAL: ESTRUTURA TUBULAR EM AÇO INOX, OUTROS COMPONENTES: 3 RODÍZIOS DE 2"";"UN";310,9500;3,00000;932,8500
